id,category,name,subtitle,url,date_published,rating_value,rating_count,rating_ratio,price_category,price,price_currency,has_in_app_purchases,author_name,author_url,description
409838725,Photo & Video,Splice - Video Editor & Maker,Editing movie & making videos,https://apps.apple.com/us/app/splice-video-editor-maker/id409838725,2010-12-22,4.7,127249,84-9-2-1-4,free,0,USD,Offers In-App Purchases,Bending Spoons Apps IVS,https://apps.apple.com/us/developer/bending-spoons-apps-ivs/id1280299077,"Simple yet powerful, Splice makes it easy to create fully customized, professional-looking videos on your iPhone, iPad. Imagine the performance of a desktop editor, optimized for your mobile device. Just tap to trim clips, adjust transitions, add slow motion effects and more to create beautiful videos you’ll love to share. It’s never been easier to edit like a pro on the go.  ""The Best Video Editor for iPhone"" - Lifehacker, Dec 2015 Best Use of Mobile Camera - 2016 Webby Award Winner Gold Award Winner - Best Mobile App Awards, Oct 2015 POWERFUL EDITING TOOLS MADE SIMPLE  + Automatically sync your video to the beat of the music.  + Apply filters and adjust background colors, orientation and more. + Add title slides, text overlays and a custom outro.  + Adjust playback speed for fast or slow motion. + Trim, cut and crop your photos and video clips. + Choose your transition style and control the speed between transitions. + Bring your photos to life with pan and zoom effects. CUSTOMIZE THE PERFECT SOUNDTRACK + Choose from a huge variety of free music and sound effects, or use a song from your own iTunes collection (subject to iTunes terms).  + Add narration or custom sound effects with the built-in voice recorder. + Trim and mix multiple audio tracks with precision. EASILY SHARE + SAVE YOUR VIDEO + Share right to YouTube, Instagram, Facebook, Mail, Messages and more.  + Save videos to your camera roll. SUBSCRIPTION INFO: Subscribe to take advantage of the features described above. • Subscription length: weekly, monthly, yearly • Your payment will be charged to your iTunes Account as soon as you confirm your purchase. • You can manage your subscriptions and turn off auto-renewal from your Account Settings after the purchase. • Your subscription will renew automatically, unless you turn off auto-renew at least 24 hours before the end of the current period. • The cost of renewal will be charged to your account in the 24 hours prior to the end of the current period. • When canceling a subscription, your subscription will stay active until the end of the period. Auto-renewal will be disabled, but the current subscription will not be refunded. • Any unused portion of a free trial period, if offered, will be forfeited when purchasing a subscription. Terms of service: https://bendingspoons.com/tos.html?app=409838725 Privacy policy: https://bendingspoons.com/privacy.html?app=409838725 Have a feature request you would like to see in a future version of the app? Do not hesitate to contact us at splice@bendingspoons.com "
509987785,Photo & Video,Pic Jointer for Photo Collage,Photos & picture layout maker,https://apps.apple.com/us/app/pic-jointer-for-photo-collage/id509987785,2012-03-19,4.6,83093,81-9-3-1-6,free,0,USD,Offers In-App Purchases,Bending Spoons Apps IVS,https://apps.apple.com/us/developer/bending-spoons-apps-ivs/id1280299077,"Amazing photo editor and collage maker to share your best moments and memories! Just back from holiday? Put your photos together easily and keep the holiday spirit on your social media account! Pick from the best basic and natural FILTERS to make your photos even more special. PicJointer combines powerful photo editing tools with awesome effects to wake up your creativity. Liven up your memories with hundreds of different FRAMES, STICKERS and FONTS! Mix and match them in any way you like using the COOLEST LAYOUTS. You won’t believe the art pieces you will create with just a few taps!  PicJointer is the best photo collage app on the store with more than 5 MILLION installs all over the world.  FEATURES: • ZOOM, PAN, ROTATE and MIRROR your photos to create the best combinations! • Use the easy PHOTO EDITING TOOLS to perfect your pictures. • Create your collage choosing among hundreds of STYLISH LAYOUTS • EDIT your layout by adjusting the FRAME, COLORS and PATTERNS • Pick from hundreds of categorized STICKERS to decorate your collage • Add colorful TEXTS with funky FONTS to make them even more expressive! • SHARE WITH ONE TAP on Facebook or Instagram to make sure all of your friends see your masterpieces!  SUBSCRIPTION INFO: Subscribe to take advantage of the features described above. • Subscription length: weekly • Your payment will be charged to your iTunes Account as soon as you confirm your purchase. • You can manage your subscriptions and turn off auto-renewal from your Account Settings after the purchase. • Your subscription will renew automatically, unless you turn off auto-renew at least 24 hours before the end of the current period. • The cost of renewal will be charged to your account in the 24 hours prior to the end of the current period. • When canceling a subscription, your subscription will stay active until the end of the period. Auto-renewal will be disabled, but the current subscription will not be refunded. • Any unused portion of a free trial period, if offered, will be forfeited when purchasing a subscription. Terms of service: https://bendingspoons.com/tos.html?app=509987785 Privacy policy: https://bendingspoons.com/privacy.html?app=509987785 Have a feature request you would like to see in a future version of the app? Do not hesitate to contact us at picjointer@bendingspoons.com Disclaimer: You will be required to sign up for an auto-renewable In-App Purchase before you are able to access the app. "
1149994032,Photo & Video,Facetune2: Best Selfie Editing,Beauty Camera & Photo Editor,https://apps.apple.com/us/app/facetune2-best-selfie-editing/id1149994032,2016-11-23,4.6,70455,82-8-3-1-4,free,0,USD,Offers In-App Purchases,Lightricks Ltd.,https://apps.apple.com/us/developer/lightricks-ltd/id606310584,"Want to look amazing in every selfie you take? Facetune2 is an easy to use photo editor that acts as your own personal glam squad. Get that Insta-worthy picture every time! Facetune2 is the next generation of the award-winning Facetune app, complete with a new, amazing collection of the best pro retouching features. Get a Hollywood look or a more natural result with the best makeup and beauty editing app on the market! There’s super advanced technology behind every fun, powerful and easy-to-use tool. In only a few swipes, you can whiten teeth, remove blemishes &amp; pimples, smooth out skin, correct bad lighting, contour faces, upgrade your makeup – and add glitter and glamour! Want to wow your friends and followers? Leave reality behind and live your fantasy with Facetune 2! Experience the incredible magic of Facetune 2 now: SMOOTH SKIN - Swipe over blemishes, pores or wrinkles and remove them instantly - Smooth out skin for a porcelain look - Airbrush pictures to get glowing skin or cool down redness - Blot away shine on oily skin ARTISTIC TOOLS - Magically replace backgrounds - Get artistic with a unique prism effect - Fun, creative and colorful light effects - Neon filters, like you’re on the cover of the greatest fashion magazine - Makeup &amp; glitter brushes to paint hair or skin SHINY EYES &amp; BRIGHT SMILES - Whiten your teeth &amp; widen your smile - Make your eyes sparkle or change their color - Remove red eye PROFESSIONAL TOOLS - Easily enlarge or minimize features: make features skinnier or wider - Change the light source &amp; remove shadows or glare for perfect lighting - Ultimate control of temperature, saturation and more - Easy Compare tool at every step to compare before &amp; after MAGIC CAMERA - Tweak features, smooth skin, whiten teeth *while* you shoot, not after - Live filters add makeup and beautify your look while you watch! UNLIMITED ACCESS MEMBERSHIP SUBSCRIPTION - You can subscribe for unlimited access to all features and content offered for purchase within Facetune 2. - Subscriptions are billed monthly, bi-annually or annually at the rate selected depending on the subscription plan. Alternatively a one time payment plan is available (this is not a subscription). - Subscriptions auto-renew at the cost of the chosen package, unless cancelled 24-hours in advance prior to the end of the current period. The subscription fee is charged to your iTunes account at confirmation of purchase. You may manage your subscription and turn off auto-renewal by going to your Account Settings after purchase. Per Apple policy, no cancellation of the current subscription is allowed during active subscription period. Once purchased, refunds will not be provided for any unused portion of the term. - If eligible for free trial and you subscribe before your free trial ends, the rest of your free trial period will be forfeited as soon as your purchase is confirmed. Subscriptions will start immediately after free trial ends unless cancelled at least 24 hours prior to the end of the trial period. - Terms of use: http://facetuneapp.appspot.com/files/facetune-terms.pdf - Privacy policy: http://www.facetuneapp.com/files/facetune-privacy.pdf"
546821797,Photo & Video,Photo Editor-,All-in-one Photo Editor!,https://apps.apple.com/us/app/photo-editor/id546821797,2012-08-01,4.7,148912,83-10-4-1-3,free,0,USD,Offers In-App Purchases,Axiem Systems,https://apps.apple.com/us/developer/axiem-systems/id397601279,"Photo Editor- is an amazing all-in-one photo editor!  With Photo Editor- you can enhance your photos, apply effects, add stickers, create collages, paint &amp; draw, remove blemishes, whiten smiles and so much more! Here are some of the amazing features: • Enhance Photos in Seconds  • Add Endless Stickers • Apply Amazing Effects • Add Unique Frames &amp; Overlays • Create tons of Amazing Collages • Use Color Splash • Crop, Rotate, Flip &amp; Straighten  • Adjust Brightness, Contrast &amp; Saturation • Draw and Paint on Photos  • Add Text with Multiple Fonts • Remove Red Eye • Smile Whitening  • Blemish Remover • Vignette tool • Tilt Shift &amp; Focus Tool • Sharpen and Blur Filters  • HD Camera to Take Photos • Import and Export High-Res Images • Share Photos w/ Friends (Twitter, Flickr, etc.) • International Language Support • And Much More! Photo Editor- is free and works across all iOS devices! Check out some of the amazing screenshots. Pro Version! To get even more out of Photo Editor- subscribe to the Pro Version (amazing Premium Editor, unlock all collages and remove ads). Subscription Pricing and Terms Pro Version is only $1.99/month. Pricing in other countries may vary and charges may be converted to your local currency depending on the country you live in. Start your Pro Version subscription with a 7-day free trial. Once your trial is over, your iTunes account will be charged. The Pro Version subscription will automatically renew unless auto-renew is turned off at least 24 hours before the end of the current period. You can go into your iTunes user account settings to manage your auto-renew and subscription settings. Read more about our terms and conditions here: http://axiemsystems.com/terms.php?app=Photo+Editor- Read more about our Privacy Policy here: http://axiemsystems.com/privacy.php?app=Photo+Editor-"
417571834,Photo & Video,Private Photo Vault - Pic Safe,Keep Pictures+Videos Safe,https://apps.apple.com/us/app/private-photo-vault-pic-safe/id417571834,2011-02-07,4.8,514154,88-9-2-0-1,free,0,USD,Offers In-App Purchases,Legendary Software Labs LLC,https://apps.apple.com/us/developer/legendary-software-labs-llc/id456797862,"The Best and Most Private Photo and Video App for iPhone/iPad/iPod touch.  Millions of people trust Private Photo Vault® to keep their photos hidden.  Top 100 Photography App in USA, Korea, Japan, Taiwan, India, Italy, Finland, UK, South Africa, Egypt, Mexico, Malaysia, Australia, Hong Kong, France, Ireland, Germany and many more countries.  Reviews: * * * * *  ""Wow, I have been wanting a way to hide some of my photos for a while, this is a perfect solution.""  * * * * *  ""Exactly what I'm looking for, can organize albums and even 'hide' others that I feel I need to.""  PROTECT YOUR ""SPECIAL"" PHOTOS + VIDEOS • Password Protected App Entry       • Pin Lock       • Pattern/Dot Lock • Password Protected Photo Albums       (Keep people out of your private albums)  • Break-in Report: Photo + GPS  • Decoy Password PHOTO MANAGEMENT • Create Albums right in the App • Import/Export from Photo App • iTunes Syncing • Wireless Photo Transfer • Email Photos • Text Message Photos PHOTO VIEWING • Image Gallery • Slideshow • Intuitive Interface just like Photo App VIDEO SUPPORT • Import/Export from Photo App • Watch Videos PRIVATE WEB BROWSER • Browse the Internet Privately • Download Photos directly to the app * * * * * * All your photos stored in Private Photo Vault are 100% private. Your photos are only stored on your device and are never uploaded to our servers. We have no ability to remotely access your photos."
1085652055,Photo & Video,Photo Collage - Collageable,Collage Maker & Picture Editor,https://apps.apple.com/us/app/photo-collage-collageable/id1085652055,11 Nis 2016,4.7,128067,82-11-4-1-3,free,0,USD,Offers In-App Purchases,Filterra Inc.,https://apps.apple.com/us/developer/filterra-inc/id959483991,"The easiest pic collage app! Choose from tons of trendy template designs and photo collage styles to TELL YOUR STORY with one framed picture!  Hundreds of awesome effects, stickers, frames, backgrounds, patterns, and text labels! Get creative, come up with some neat stuff or make your photos extra funny-sassy-sweet special! Edit and touch up your pics with powerful editing tools, photo effects, beauty &amp; body retouch essentials!  FEATURES  • 300+ Collage Layouts in different shapes, sizes, styles!  Mix-match your pics, rotate, move and set them up just about any way you like!  • Super easy, super flexible, super fun! Just pick a layout and put your photos in!  • Combine from 2 to 25 favorite shots into a single pic in the quickest and most artful ways! • 100+ Beautiful Frames: set a style, choose any color, resize grids, reshape borders and experiment as you want!    • 400+ Stickers &amp; Decorations! Create some art, personalize your collages and add extra bright fun to suit your own style!  • 100+ Pro Filters to create a whole different photo mood or give that professional touch! • 50+ Quick-Fix Beauty Filters: enhance your natural beauty and look your flawless best!  • Instant Beauty Retouch Tools: smooth out your skin, enhance eyes, reshape face, fix any flaws and do so much more for your perfect portrait look!  • 200+ Body Filters &amp; Stickers: retouch your body, add tattoos and 6-pack abs for a fit, hot &amp; all-new body look!  • 80+ Backgrounds: easily choose &amp; change any color, opacity and background style pattern!  • 60+ Overlay-Textures to finish it off and add more artistic flare!  • Add ‘uniquely yours’ words &amp; text art: choose from 100+ handpicked fonts, switch sizes and colors! • Everything-Awesome &amp; Powerful Photo Editor: tweak &amp; tune any detail, add even more special touches and make your creative juices flow with a bunch of photo enhancement tools!  ***Premium Subscription*** As a member of Collageable Premium, you enjoy unlimited access to our huge exclusive set of Pro-Level Features &amp; Amazing Members-Only Benefits, with no limits! Enjoy professional portrait &amp; beauty tools, 800+ collage layouts &amp; effects, filters, body makeover essentials and more! New сonstant additions!  -2 subscription options: annual (12-months, $2.99 USD per month, full pre-payment), monthly ($3.99 USD, 7-day free trial).  -By subscribing you get unlimited access to all the app’s functionality for the whole duration of your subscription period.  -Payment will be charged to iTunes Account at confirmation of purchase.  -Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period.  -Account will be charged for renewal within 24-hours prior to the end of the current period. “Free trial” &gt; $3.99/month, or renewal equals to the initial subscription chosen and its current price unless a special price is offered. -You can cancel a free trial, manage your subscription and turn off the auto-renewal anytime through your Account Settings. This must be done 24 hours before the end of a free trial or subscription period to avoid being charged.  -Privacy Policy: http://collageable.com/terms.html -Terms of Use: http://collageable.com/privacy-policy.html -As soon as you purchase a subscription, any unused part or time-span of a free trial period will be forfeited.  We’d love to hear from YOU! Drop us a line at support@filterra.net  ~Your Collageable Team"
570748340,Photo & Video,Split Pic Collage Maker Layout,Blur Photo & Grid Picture,https://apps.apple.com/us/app/split-pic-collage-maker-layout/id570748340,2012-11-21,4.6,7911,76-13-5-2-4,free,0,USD,Offers In-App Purchases,"Easy Tiger Apps, LLC.",https://apps.apple.com/us/developer/easy-tiger-apps-llc/id570748343,"The (new and improved) Original Collage &amp; Cloning App with over 50 MILLION satisfied users! Split Pic divides your camera into several sections with several free layouts to choose from. You can choose to blend these images together creating a flawless looking special effect or make a sharp contrast between the photos to collage multiple images. The possibilities are limitless! HOW IT WORKS: • Select a layout • Take photos or import images from your Camera Roll. You can now choose the order you take your images and if you’re not feeling the layout no problem just press the random button to check out more layout options! • To blend or not to blend, it’s up to you! You can blend the images together to look like one photo and fool all your friends or keep the sharp contrast and show off your artistic side. The blend bar is now available immediately so you can test it before moving on to the editing process! • Adjust your images. Zoom-in or out, move the split bars, move your images around, and choose from various photo editing options like crop, rotate, color adjustments, etc! • Choose from 14 custom photo filters to get your Split Pic looking fly. You can filter each section separately to switch it up or make the each frame the same filter! • Save it to your Camera Roll or share it with friends! With our integrated social media posting to Instagram, Facebook, Twitter, Flickr, Tumblr, Email, or SMS  is just a click away. FEATURES: • COLLABORATE with friends anywhere in the world (heck even Mars if they have wifi)! Just take part of a Split Pic and select which of your Facebook friends you want to complete it. Way better than a postcard! •Beautiful, Exclusive Artwork and Stickers to apply over your edits.  • Any unfinished Split Pics get automatically saved to your in-app LIBRARY! You can save your projects to easily come back and work on it over time or make several combinations and choose your favorite. • Need some Split Pic-spiration? Check out the HALL OF FAME section to see what amazing images users are creating all around the world...your photo can be featured too just post your creations to Instagram with the hashtag #splitpic to enter your photo! • Having trouble or want to give us feedback? Go to SETTINGS to send us feedback, ask for help, or to just say Hi!  SUBSCRIPTION INFO: Subscribe to take advantage of the features described above. • Subscription length: weekly • Your payment will be charged to your iTunes Account as soon as you confirm your purchase. • You can manage your subscriptions and turn off auto-renewal from your Account Settings after the purchase. • Your subscription will renew automatically, unless you turn off auto-renew at least 24 hours before the end of the current period. • The cost of renewal will be charged to your account in the 24 hours prior to the end of the current period. • When canceling a subscription, your subscription will stay active until the end of the period. Auto-renewal will be disabled, but the current subscription will not be refunded. • Any unused portion of a free trial period, if offered, will be forfeited when purchasing a subscription. Terms of service: https://bendingspoons.com/tos.html?app=570748340 Privacy policy: https://bendingspoons.com/privacy.html?app=570748340 Have a feature request you would like to see in a future version of the app? Do not hesitate to contact us at splitpic@bendingspoons.com "
342643402,Photo & Video,Live Wallpapers - Kappboom,Live Wallpapers & Get Inspired,https://apps.apple.com/us/app/live-wallpapers-kappboom/id342643402,2009-12-16,4.7,23300,82-12-4-1-2,free,0,USD,Offers In-App Purchases,Kappboom Inc.,https://apps.apple.com/us/developer/kappboom-inc/id342643408,"The #1 Ranked and Best Wallpapers app with over 200,000 beautiful and cool wallpapers at your fingertips!  Download NOW for FREE! Here at Kappboom we work hard day and night to bring you the Best Wallpapers.  Our caring and dedicated staff makes sure that our content is the best.  Our developers work around the clock to constantly improve our applications, and to stay the best! Awesome Features: • New iMessage support!  FREE Cool Stickers, Cool Messages and Cool Wallpapers for iMessage. • Cool Stickers: FREE Cool Stickers.  New stickers added daily.  Don't pay for stickers when you can get them from us for free. • Cool Messages: Give your messages a touch of flavor with awesome message themes.  No more boring blue messages. • Cool Wallpapers: Share awesome and inspiring wallpapers to your friends. • Full support for the latest iPhone XS Max, XS, XR!  Modern and up-to-date design! • Retina Display High Resolution 1080x1920,750x1334,640x960 wallpapers for all iPhones!    • High Definition Resolution 2048x2048 for iPad Pro and iPad Air!  Beautiful poster-sized photography and wallpaper images for Facebook, Twitter and Tumblr. • And regular sized 320x480 images for iPhone 3GS/3G/2G and all iPod Touches! • Intuitive and FAST navigation through a beautiful wallpaper gallery. • Slideshow mode allows you to lean back and comfortably navigate cool photos. • Browse through over 100,000 awesome photos and add the ones you like to your Favorites! • ""Hold and Drag"" shortcut on the Gallery allows you to quickly Add to Favorites, find pictures with Similar Tags, and Share to friends and family.  • Search using our Kappboom's image search engine or with Yahoo's Flickr or Google's Picasa! • Search for images with multiple tags, multiple colors, and multiple categories. • Cool Collages lets you combine wallpaper images with our own photos to let you build the coolest wallpaper in town!   • Cool Effects allow you to add enhance images, add effects, frames, text, remove redeye, and even draw!   • Cool Skins gives you glow effects, app shelves, and other skins that are updated regularly. • Share high-definition crystal-clear HD wallpapers, photography, and collage masterpieces and on social networks such as Facebook, Twitter, Tumblr, Pinterest, Vkontakte, WeChat Timeline/Sessions, Sina Weibo, Tencent Weibo, Line, Kakao Talk and more! • You can easily also Message, Email, Copy+Paste, and AirDrop these awesome pictures to family and friends! • Assign cool photos and wallpapers to your contacts easily with a few simple taps! • Print out awesome images and frame them for your home and office! Testimonials! ""So cool!"" 5 Stars ""This is the best wallpaper app ever!!! I would pay money for this!!"" ""Cool"" 5 Stars ""The best thing ever!!"" ""Great app"" 5 Stars ""It has cool wallpapers. It's so hard to choose which one to make my main screen. Awesome app!!!!!"" Categories for easy searching in our Wallpaper application: Quotes, Jokes, 3D, Abstract, Animal, Anime, Architecture, Artistic, Baby, Car, Chat,  Christmas, Color, Comedy, Cute, Effect, Effects, Fantasy, Festival, Flags, Flickr, Food, Graffiti, Halloween, Holiday, Horoscope, Image, Images, Insects, Landscape, Music, Nature, People, Photo, Photos, Photography, Plants, Quotes, Religious, Scary, Skins, Space, Sports, Stars, Thanksgiving, Theme, Themes, Universe, Valentine, Kappboom now offers an Inspiration Portal Subscription Service.  Become a Diamond Member today to get Diamond level support, all unlocked content, and all ads removed. Subscription Terms: Kappboom monthly subscription after free trial is $9.99 and automatically renews unless turned off in Account Settings at least 24 hours before current period ends.  Payment is charged to your iTunes account.  Unused portion of free trial is forfeited after purchase.  Annual Membership is $59.99 without Free Trial, but 50% Discount off original monthly price.     Terms: https://m1.kappboom.com/terms Privacy Policy: https://m1.kappboom.com/privacy"
439438619,Photo & Video,Snapseed,Snapseed,https://apps.apple.com/us/app/snapseed/id439438619,2011-06-06,3.9,4339,55-14-9-7-16,free,0,USD,No,Google LLC,https://apps.apple.com/us/developer/google-llc/id281956209,"Snapseed is a complete and professional photo editor developed by Google. == KEY FEATURES== • 29 Tools and Filters, including: Healing, Brush, Structure, HDR, Perspective (see list below) • Opens JPG and RAW files • Save your personal looks and apply them to new photos later • Selective filter brush • All styles can be tweaked with fine, precise control • Tutorial cards with tips and tricks about Snapseed and general photography == TOOLS, FILTERS AND FACE == • RAW Develop – open and tweak native camera files; save non-destructively or export as JPG • Tune image – adjust exposure and color automatically or manually with fine, precise control • Details – magically brings out surface structures in images • Crop – crop to standard sizes or freely • Rotate – rotate by 90°, or straighten a skewed horizon • Perspective – fix skewed lines and perfect the geometry of horizons or buildings • White Balance – adjust the colors so that the image looks more natural • Brush – selectively retouch exposure, saturation, brightness or warmth • Selective – the renown “Control Point” technology: Position up to 8 points on the image and assign enhancements, the algorithm does the rest magically • Healing – remove the uninvited neighbor from a group picture • Vignette – add a soft darkness around the corners like a beautiful, wide-aperture would do • Text – add both stylized or plain text (38 predefined styles) • Curves - have precise control over the brightness levels in your photos • Expand - increase the size of your canvas and fill up the new space in smart ways with content of your image • Lens Blur – add a beautiful Bokeh to images (background softening), ideal for photographic portraits • Glamour Glow – add a fine glow to images, great for fashion or portraits • Tonal Contrast – boost details selectively in the shadows, midtones and highlights • HDR Scape – bring a stunning look to your images by creating the effect of multiple exposures • Drama – add a hint of doomsday to your images • Grunge – an edgy look with strong styles and texture overlays • Grainy Film – get modern film looks with realistic grain • Vintage – the style of color film photo from the 50’s, 60’s or 70’s • Retrolux – go retro with light leaks, scratches, film styles • Noir – Black and White film looks with realistic grain and the “wash” effect • Black &amp; White – classic Black and White look straight out of the darkroom • Frames – add frames with adjustable size • Double Exposure - blend two photos, choosing from blend modes that are inspired by shooting on film and by digital image processing • Face Enhance – add focus to the eyes, add face-specific lighting, or smoothen skin • Face Pose - correct the pose of portraits based on three dimensional models"
863844475,Photo & Video,YouCam Makeup-Magic Selfie Cam,Makeup Camera Beauty Filters,https://apps.apple.com/us/app/youcam-makeup-magic-selfie-cam/id863844475,2014-08-12,4.8,78087,87-8-2-1-1,free,0,USD,Offers In-App Purchases,PERFECT MOBILE CORP.,https://apps.apple.com/us/developer/perfect-mobile-corp/id1018779369,"**The world's #1 selfie beauty camera &amp; virtual makeover app. Try on hundreds of makeup from top brands!** Smart facial detection gives you the most true-to-life makeup application in real-time or on photos and selfies. Try an instant makeup beauty filter or transform hair color in one tap. Also, try advanced face edit tools to add a smile, make skin smoother, enlarge eyes, and more in an instant. Start your selfie game with YouCam Makeup right now! 【YouCam Makeup Premium Version】 Upgrade to YouCam Makeup Premium for unlimited access to exclusive makeup collections, try on unlimited lip art styles, unlimited use of beautify tools with SMILE &amp; Teeth Whitener for your selfies! YouCam Makeup Premium also includes save photos in HD, remove watermarks, and an AD-FREE editing experience. Plus, monthly NEW premium content is delivered to you. Select any makeover style you like for any occasion and instantly show off your perfect look anytime anywhere! 【Real-Time Virtual Makeover】 ◇ Live makeup cam allows you to try instant makeover including lipstick, eye shadow, makeup looks, eyebrows, contour, eyelashes, foundation, eye color, blush and more! ◇ Seven lip textures from matte and gloss, to metallic and holographic. ◇ Record a fantastic selfie makeup filter video to share on social platforms Note: Video selfie feature requires iPhone 5, iOS 6 or above. 【Flawless Skin &amp; Face Editor】 ◇ Skin smoother &amp; toner revives tired skin ◇ Teeth whitener gives you perfect teeth! ◇ Smile feature lets you turn your frown upside down in just a few taps 【True-to-Life Hair Color &amp; Trendy Hairstyles】 ◇ Play hair color games with the most realistic hair dye tool! ◇ Try out single hair color or ombré hair, find your favorite hair color &amp; effects before you dye your hair!  ◇ Get hairstyles from long &amp; curly, short &amp; straight, to trendy bangs &amp; bob haircut with our hairstyle changer 【Skin Analysis】 ◇ Skin analysis &amp; Skin Diary to keep your skin healthy &amp; radiant ◇ Analyze your skin health scoring wrinkles, spots, acne &amp; dark circles in real-time ◇ Get personalized recommendations for skincare tips &amp; products 【Beautiful Eyes &amp; Brows】 ◇ Easily apply hundreds of eyeshadow styles &amp; colors  ◇ Get drama with a range of eyeliner &amp; lash styles ◇ Try eyebrow editor, for many shapes and colors 【Beauty Live Streaming】 ◇ Live streaming makeup tutorials featuring all the hottest looks ◇ Ask a pro your makeup questions and get beauty tips &amp; trends ** Premium Version Subscription ** Apple will ask you to confirm you accept the App Store subscription terms and request permission to provide your information to YouCam Makeup. Perfect Corp’s Terms of Use (https://www.beautycircle.com/info/terms-of-service.action) Privacy Policy (https://www.beautycircle.com/info/privacy.action). Payment will be charged to iTunes Account at confirmation of purchase. Subscriptions automatically renew unless auto-renew is turned off at least 24-hours before the end of the current period (1 month / 1 year). Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase. No cancellation of the current subscription is allowed during active subscription period. Any unused portion of a free trial period will be forfeited when the user purchases a subscription to that publication. ****************************** Ideas? Share them with us by email or Facebook Bugs? Please report them and they will be fixed shortly! Email: YouCamMakeup_ios@perfectcorp.com Visit: http://www.perfectcorp.com/consumer/apps/ymk Like: http://www.facebook.com/youcamapps Follow us: https://www.instagram.com/youcamapps/ YouCam Makeup fully complies with the Facebook advertising policies: https://m.facebook.com/ads/ad_choices "
441457218,Photo & Video,Photo Lab: Picture Editor App,"Art Face Editing, Filter Edit",https://apps.apple.com/us/app/photo-lab-picture-editor-app/id441457218,2011-06-09,4.6,41796,77-16-3-1-3,free,0,USD,Offers In-App Purchases,VicMan LLC,https://apps.apple.com/us/developer/vicman-llc/id441457221,"Get your photos to a new, awesome level. Add realistic effects and stylish filters in a tap. Join the ever-growing Photo Lab community of over 160 million fans: “Downloading that app was the best decision I have ever made on this phone. Get this app for hours of nonstop fun and editing!!” (WolverZorro) “I never write reviews, but I had to for this! This app is pretty amazing. It's easy to use. The quality is really great!” (Gelato) “This is totally awesome! I have a fan-page on Instagram and it works for edits! I love it sooo much and think everyone who likes to do edits should have it! It is definitely worth downloading!!!” (lovergurl) “I was going to write this earlier but I had to pause while I deleted all the other apps that only pretended to do what this does.” (Ahj60) Photo Lab contains over 900 awesome effects for your photos including: * AI-driven art style transfer (over 100 styles); * background replacement, powered by AI figure segmentation; * makeover options (eyes or hair color change, makeup and more); * realistic photomontages; * stylish photo filters; * beautiful frames; * fun face montages; * holiday e-card templates; * creative artistic effects; * collages for multiple photos. You will love the neat interface and how easily effects are created. No need for adjusting: just choose an effect or a frame, then select a photo from Camera Roll (or take a new photo with your device’s camera) and ta-da!.. you get a unique photo montage or collage! The app also has a built-in photo editor with every basic tool you may need: crop, rotate, adjust colors, lighting and sharpness, and even touch-up. What's more you can easily combine effects with each other, creating your own effects and styles and sharing it with your friends. Photo Lab includes:  - Photo montages with automatic face detection.  Become an astronaut, a tiger, a gangster or a nun with a single tap!  - Photorealistic effects.  Put your photo on a dollar bill, into an ancient book or on a screen of a virtual iPhone.  - Photo-to-art effects. Turn your photo into a masterpiece. Choose your favorite technique and instantly imitate it: pen, pencil or charcoal sketch, pastel or crayons drawing, watercolor or oil painting. - Awesome photo filters.  Jigsaw puzzle, neon glow, fire, Matrix digital rain, HDR, fractal, and more. - Personalized greeting cards for every holiday. Make your own online photo cards to congratulate those you love on Birthday, Wedding, Christmas, Valentine’s Day, Easter, Halloween, Thanksgiving and St. Patrick’s Day. - Magazine covers.  Put your face on a magazine cover like Vogue, Glamour or Playboy and feel what it's like to be famous!  - Headwear.  Try on a King's crown, Elf hat, St.Patrick's Day hat or the most popular Santa hat!  - Collages for multiple photos.  Put yourself together with your sweetheart or even all your friends into one photo collage.  Most of the effects let you add your own text onto the picture with text style tailored to each template. Finally, you can save your creation to Camera Roll, share it easily to Twitter, Facebook, Instagram or send it as a message (WhatsApp, Viber or WeChat) to your friends.  =========================== Photo Lab PRO subscription options: =========================== $4.99 per month (with 3-day trial) $9.99 per year At the end of 3-day trial period and auto renewable subscription will be activated at the price of $4.99/mo. Your Photo Lab PRO subscription will automatically renew 24-hours prior to the end of each term (month or year correspondingly) and your card will be charged through your iTunes account. You can turn off auto-renewal at any time in your iTunes account settings, but refunds will not be provided for any unused period of the term. An unused portion of free trial period will also be forfeited once any of the subscription options is purchased. Photo Lab Terms of Use: http://pho.to/terms/ Photo Lab Privacy Policy: http://pho.to/policy/"
